1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
0.0,3.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0
30.0,8.0,10.0,132.0,0.266667,0.333333,0.733333,21.0,56.0
3.0,7.0,3.0,7.0,2.33333,1.0,1.0,0.0,0.0
19.0,53.0,2.0,54.0,2.78947,0.105263,0.368421,5.0,7.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
95.0,1.0,37.0,47.0,0.0105263,0.389474,0.821053,64.0,176.0
185.0,6.0,78.0,233.0,0.0324324,0.421622,0.545946,89.0,163.0
23.0,20.0,9.0,52.0,0.869565,0.391304,0.652174,12.0,24.0
2.0,5.0,0.0,7.0,2.5,0.0,0.5,1.0,1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0
0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
81.0,1.0,21.0,64.0,0.0123457,0.259259,0.753086,57.0,309.0
17.0,3.0,2.0,8.0,0.176471,0.117647,0.588235,10.0,13.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
39.0,21.0,12.0,76.0,0.538462,0.307692,0.358974,14.0,27.0
0.0,3.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0
10.0,4.0,4.0,4.0,0.4,0.4,0.8,6.0,14.0
12.0,8.0,4.0,27.0,0.666667,0.333333,0.166667,3.0,3.0
4.0,17.0,0.0,18.0,4.25,0.0,0.25,1.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0
0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0
0.0,4.0,0.0,14.0,100.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
12.0,2.0,1.0,9.0,0.166667,0.0833333,0.416667,3.0,8.0
10.0,1.0,0.0,8.0,0.1,0.0,0.4,2.0,5.0
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
10.0,4.0,3.0,12.0,0.4,0.3,0.8,7.0,13.0
